 User Name ,Age,Account Balance ,Status
User_AB8080,52.0,424.96,200
User_AB6159,64.0,2764.64,200
User_AB1471,22.0,731.52,404
User_AB8079,,2215.2,200
User_AB4810,58.0,4013.25,500
User_AB6042,23.0,1586.74,500
User_AB8612,59.0,2487.46,404
User_AB8168,65.0,3435.04,404
User_AB4555,60.0,690.08,200
User_AB2117,27.0,3768.56,200
User_AB6746,37.0,1726.63,500
User_AB6262,36.0,1702.07,200
User_AB3958,30.0,4575.27,404
User_AB3325,48.0,365.42,404
User_AB7477,40.0,849.72,500
User_AB1331,43.0,3531.12,500
User_AB4843,32.0,4826.17,200
User_AB7042,46.0,827.69,Error
User_AB1955,57.0,416.62,500
User_AB5560,32.0,2571.43,200
User_AB4516,42.0,2042.68,500
,,568.7,404
User_AB1393,53.0,2222.46,404
User_AB3964,22.0,1227.11,200
User_AB8162,63.0,3239.6,200
User_AB5706,22.0,700.87,200
User_AB2684,36.0,369.59,200
User_AB4326,61.0,3464.33,404
User_AB2910,25.0,3886.45,500
User_AB7440,45.0,2690.71,404
User_AB4365,32.0,4614.44,500
User_AB8477,38.0,503.39,500
User_AB9404,,4835.63,404
,36.0,158.84,404
User_AB7932,39.0,2288.47,500
User_AB5133,28.0,907.0,404
User_AB8757,61.0,1886.06,200
User_AB9268,28.0,4555.69,404
User_AB5935,30.0,1179.2,404
User_AB7823,34.0,3284.89,404
User_AB8862,54.0,930.96,404
User_AB2403,52.0,1719.3,404
User_AB9092,50.0,2904.61,200
User_AB3625,44.0,2661.71,404
User_AB3855,18.0,2981.99,OK
User_AB9419,52.0,2938.28,404
User_AB6869,45.0,268.64,Error
User_AB8397,59.0,1228.96,404
User_AB2899,48.0,1628.71,200
User_AB5398,41.0,4209.64,404
User_AB3205,25.0,1834.02,500
User_AB6367,,3274.12,404
User_AB1334,63.0,112.16,404
User_AB6846,57.0,1380.59,500
User_AB6215,51.0,4982.44,404
User_AB4812,56.0,3317.76,500
User_AB3255,54.0,1856.34,500
User_AB2374,58.0,2262.99,404
,31.0,987.29,404
User_AB5975,24.0,1184.66,404
User_AB7542,63.0,3198.74,404
User_AB3109,48.0,2767.83,404
User_AB5177,40.0,1345.5,404
User_AB9387,55.0,2422.72,500
User_AB9501,43.0,1394.28,404
,48.0,4827.45,200
User_AB6204,46.0,1922.48,500
User_AB3175,64.0,1313.17,404
User_AB1508,32.0,1040.02,404
User_AB3298,64.0,459.66,404
User_AB9808,41.0,3641.79,404
User_AB2192,53.0,4799.48,200
User_AB1166,63.0,4442.79,200
User_AB4022,44.0,4203.44,500
User_AB2914,64.0,4317.43,404
User_AB5561,,4890.31,404
User_AB1141,24.0,461.96,500
User_AB2470,43.0,4126.83,OK
User_AB1857,51.0,1940.64,404
User_AB9991,58.0,1574.92,200
User_AB1754,24.0,324.59,200
User_AB8417,51.0,2301.02,500
User_AB5710,59.0,4541.57,404
User_AB1597,,2817.05,404
User_AB8740,42.0,2319.9,404
User_AB9426,54.0,482.67,500
User_AB4122,20.0,3157.64,Error
User_AB5245,40.0,786.11,200
User_AB3012,,1127.71,200
User_AB7493,29.0,2678.92,404
User_AB9557,37.0,3681.18,200
User_AB6671,61.0,3605.0,404
User_AB7442,40.0,3372.55,404
,64.0,4999.2,200
User_AB6103,26.0,2610.16,200
User_AB8130,39.0,3288.81,200
User_AB3097,39.0,279.86,200
User_AB2126,34.0,3842.54,500
User_AB3764,18.0,1131.07,200
User_AB4945,45.0,1608.32,500
User_AB9862,26.0,1194.43,200
User_AB4983,26.0,1621.13,200
User_AB2407,20.0,817.85,404
User_AB8623,24.0,4941.52,500
User_AB5309,57.0,3983.51,200
User_AB3137,45.0,3490.59,500
User_AB9566,43.0,4449.38,200
User_AB3743,39.0,1417.28,500
User_AB9089,57.0,2256.53,500
User_AB8779,54.0,3391.08,500
User_AB4149,56.0,416.16,404
User_AB2031,56.0,841.02,200
User_AB1857,46.0,1938.34,200
User_AB7908,20.0,1590.44,500
User_AB9812,28.0,2580.89,500
User_AB2504,29.0,3526.06,200
User_AB7498,55.0,731.63,404
User_AB1409,52.0,3800.65,200
User_AB1356,29.0,747.48,200
User_AB2439,31.0,4951.5,404
User_AB5070,54.0,4829.49,500
User_AB3318,,1623.56,404
User_AB9038,58.0,3455.74,200
User_AB2048,32.0,4888.88,404
User_AB2568,27.0,879.75,500
User_AB8269,,1179.44,200
,,956.97,200
User_AB1454,60.0,3865.33,404
User_AB9529,65.0,4511.66,500
User_AB7374,51.0,819.46,500
User_AB8965,46.0,2328.7,404
User_AB4951,33.0,4844.74,200
User_AB8930,47.0,1460.36,Pending
User_AB3382,61.0,4313.57,200
User_AB8686,54.0,4321.71,500
User_AB3266,43.0,1866.12,200
User_AB8026,37.0,4215.31,200
,40.0,3316.89,500
User_AB8413,37.0,4632.91,404
User_AB1131,35.0,2767.41,200
User_AB4071,47.0,2702.6,500
User_AB4511,50.0,970.75,500
User_AB2543,48.0,4129.95,OK
User_AB3844,41.0,2409.03,200
User_AB6086,62.0,4930.76,200
User_AB4103,,1771.0,500
User_AB5256,36.0,593.0,500
User_AB9253,49.0,4473.21,404
User_AB9737,,2531.25,200
User_AB7186,51.0,1671.43,200
User_AB6420,19.0,206.57,404
User_AB8381,30.0,4842.09,404
User_AB8908,26.0,1841.98,500
User_AB5628,29.0,1640.67,200
User_AB6140,45.0,992.62,404
User_AB3238,,4117.27,200
User_AB8165,64.0,1701.1,200
User_AB2829,,4146.6,200
User_AB6878,22.0,3985.4,500
User_AB1481,25.0,1346.71,500
User_AB5990,33.0,1172.03,200
User_AB1754,23.0,4552.42,500
User_AB6383,65.0,333.01,200
User_AB2644,59.0,1667.25,200
User_AB6543,20.0,330.25,404
User_AB1897,26.0,2136.12,Pending
User_AB7455,54.0,888.28,200
User_AB9149,39.0,3681.95,404
User_AB3307,54.0,1187.59,OK
User_AB8929,18.0,948.89,500
User_AB4573,33.0,4186.97,404
User_AB6342,35.0,4521.89,404
User_AB1449,52.0,2298.37,200
User_AB3778,46.0,3075.74,404
User_AB2308,39.0,2030.64,500
User_AB6924,44.0,1403.56,404
User_AB2257,,490.4,404
User_AB7010,60.0,1387.46,500
User_AB9979,43.0,4430.71,200
User_AB7692,26.0,4657.0,200
User_AB3760,41.0,2875.3,404
User_AB2116,36.0,4623.86,404
User_AB9978,33.0,1416.5,404
User_AB1331,,1453.39,200
User_AB3198,30.0,3463.55,500
User_AB1575,20.0,2844.09,500
User_AB7602,52.0,3569.29,500
User_AB7804,,1580.02,404
User_AB4199,23.0,4885.21,200
User_AB9588,55.0,4701.42,200
User_AB9625,45.0,4301.01,500
User_AB4864,61.0,4154.64,404
User_AB9384,29.0,153.48,404
User_AB2903,50.0,2913.76,500
User_AB5278,51.0,1794.43,404
User_AB4084,,3123.67,500
User_AB3775,30.0,1596.18,404
User_AB6674,37.0,2643.8,500
User_AB8358,63.0,1961.63,200
User_AB5318,56.0,3367.84,200
User_AB9690,39.0,4181.33,500
User_AB1972,53.0,1737.67,200
User_AB7603,29.0,1230.87,200
User_AB8909,28.0,2077.61,200
,59.0,966.04,500
User_AB4208,62.0,4023.47,404
User_AB2741,,4905.85,500
User_AB6568,33.0,1705.77,200
User_AB6846,19.0,1513.83,404
User_AB7318,35.0,495.05,500
User_AB8007,49.0,3435.67,200
User_AB6429,53.0,180.31,404
User_AB6186,44.0,4956.67,200
User_AB3236,,1038.11,500
User_AB1422,64.0,3709.74,200
User_AB1154,55.0,4652.56,500
User_AB3634,35.0,1435.35,500
User_AB2369,58.0,2211.32,404
User_AB2665,59.0,2564.67,404
User_AB9179,50.0,4760.54,404
User_AB1499,30.0,2731.66,404
User_AB6503,,4062.35,200
User_AB7804,64.0,1362.07,500
User_AB8914,56.0,855.88,200
User_AB4776,19.0,1607.0,500
User_AB6037,40.0,426.06,200
User_AB8361,39.0,3741.11,500
User_AB2657,23.0,2097.3,500
User_AB9605,54.0,4391.02,500
User_AB5484,24.0,1479.8,500
User_AB7212,41.0,238.02,500
User_AB4395,22.0,895.22,404
User_AB6264,31.0,370.9,Error
User_AB3227,53.0,741.03,200
,57.0,1132.56,200
User_AB6913,,2431.01,404
User_AB3354,27.0,1344.14,500
User_AB6328,52.0,2974.53,200
User_AB2151,27.0,2337.83,404
User_AB8126,38.0,4939.03,200
User_AB7114,18.0,2116.76,200
User_AB2645,50.0,3454.55,200
User_AB4624,37.0,3694.66,500
User_AB6147,29.0,1344.83,200
User_AB4639,23.0,4182.55,404
User_AB3569,32.0,1409.87,200
User_AB4936,24.0,4097.38,404
User_AB2285,21.0,4817.44,Pending
User_AB8641,51.0,3884.96,404
User_AB8247,27.0,1081.93,500
User_AB3654,58.0,1708.6,200
User_AB5883,35.0,4668.29,404
User_AB1634,48.0,1956.34,404
,36.0,1682.83,200
User_AB2107,,4560.23,404
User_AB2341,52.0,1075.11,500
User_AB4044,19.0,4424.35,200
User_AB2581,33.0,174.26,500
User_AB4406,30.0,571.44,500
User_AB6456,,4055.43,404
User_AB3629,49.0,2212.63,200
User_AB4101,22.0,1227.48,200
User_AB7952,62.0,4552.48,200
User_AB4970,31.0,1089.94,404
User_AB3634,61.0,2945.43,500
User_AB8729,56.0,3257.62,200
User_AB6086,25.0,1438.35,404
User_AB4315,38.0,445.72,500
User_AB8133,39.0,763.41,404
User_AB4375,,2013.1,404
User_AB3297,26.0,1957.69,404
User_AB9460,,3145.53,200
User_AB4832,64.0,2766.41,200
User_AB2423,30.0,3335.72,404
User_AB9604,31.0,1783.15,500
User_AB6288,61.0,4381.25,500
User_AB6450,56.0,982.95,500
User_AB7386,40.0,4223.24,404
User_AB2572,41.0,696.71,500
User_AB7743,45.0,4666.91,200
User_AB1098,26.0,3342.49,500
User_AB2232,56.0,3606.21,500
User_AB3803,64.0,1631.67,404
User_AB6240,50.0,2056.95,200
User_AB2785,39.0,1915.7,200
User_AB6000,,4012.93,200
User_AB9480,48.0,4877.97,500
User_AB2495,23.0,4164.54,200
User_AB2143,43.0,1140.03,404
,,3541.18,200
User_AB4240,23.0,4457.23,500
,65.0,4602.32,200
User_AB9272,28.0,3892.34,200
,47.0,2633.04,404
User_AB3424,26.0,4434.2,404
User_AB4181,52.0,1665.06,404
User_AB2258,56.0,2124.98,404
User_AB6171,61.0,4038.94,200
User_AB8781,35.0,2381.79,500
User_AB7069,50.0,1991.6,200
User_AB5045,41.0,4192.79,404
User_AB2246,57.0,3801.51,200
User_AB5819,,1435.14,200
User_AB4586,62.0,1921.84,404
User_AB5654,55.0,2487.4,500
User_AB9112,27.0,4281.25,200
User_AB9529,58.0,2861.22,404
User_AB7909,50.0,3905.72,200
User_AB9554,,294.56,500
User_AB1089,60.0,2083.05,500
User_AB3352,27.0,1124.38,500
User_AB9092,54.0,1744.3,500
User_AB9020,45.0,3540.62,200
User_AB4484,,3070.27,200
User_AB2279,31.0,2838.26,500
User_AB4112,43.0,364.24,500
User_AB3610,,4478.82,500
User_AB5314,,4820.74,404
User_AB4186,52.0,1927.61,500
User_AB4271,39.0,3652.56,500
User_AB5127,19.0,2492.92,500
User_AB2511,49.0,4609.11,200
User_AB1170,46.0,421.63,500
User_AB8198,62.0,4202.76,500
User_AB5014,23.0,1254.09,200
User_AB6086,25.0,1438.35,404
User_AB5965,59.0,4359.93,500
User_AB8720,38.0,3805.03,200
User_AB2959,39.0,4581.98,404
User_AB3058,,3714.18,200
User_AB7872,59.0,4341.2,500
User_AB8165,48.0,4680.99,OK
,55.0,4154.8,Pending
User_AB5790,28.0,4211.24,200
User_AB2396,60.0,1333.3,OK
User_AB8239,,4527.09,404
User_AB5395,56.0,4526.93,200
User_AB8822,45.0,1597.77,500
User_AB5120,35.0,2495.97,404
User_AB3633,18.0,2719.18,404
User_AB4093,,2861.56,404
User_AB3761,,1127.19,404
User_AB9168,33.0,4106.14,200
User_AB6586,48.0,4432.0,500
User_AB7338,42.0,3061.76,200
User_AB6584,46.0,1236.09,500
User_AB6945,,3329.56,500
User_AB4942,35.0,2694.46,500
User_AB4474,19.0,4190.63,200
User_AB5682,59.0,414.58,200
User_AB4961,36.0,1222.57,200
User_AB2230,61.0,1236.73,200
User_AB9019,19.0,4225.26,500
User_AB6848,20.0,2690.88,404
User_AB8438,32.0,1956.33,404
User_AB4884,29.0,1030.42,OK
User_AB5196,29.0,667.46,404
User_AB8983,29.0,715.23,404
User_AB8300,27.0,2470.15,200
User_AB8077,,1602.57,200
User_AB5964,61.0,2401.46,404
User_AB3054,30.0,4462.6,200
User_AB4723,,3429.41,OK
User_AB8789,40.0,1564.82,200
User_AB7222,59.0,1684.53,200
User_AB5849,,2832.14,404
User_AB5819,39.0,1504.31,200
User_AB6504,51.0,3220.19,500
User_AB9035,32.0,2475.05,404
User_AB2576,18.0,1067.17,200
,,2070.56,200
User_AB8029,34.0,1843.41,200
User_AB5492,47.0,3899.61,404
User_AB6634,44.0,3400.87,404
User_AB8674,45.0,1427.28,200
User_AB5595,38.0,2446.62,200
User_AB1886,47.0,875.44,500
User_AB9306,27.0,4305.36,200
User_AB4174,46.0,1221.18,500
User_AB9419,48.0,4260.57,404
User_AB4274,38.0,2891.39,404
User_AB8447,57.0,3803.6,404
User_AB1538,49.0,2087.44,200
User_AB4290,43.0,4219.13,500
User_AB5570,34.0,2807.57,200
User_AB8387,32.0,4163.54,404
User_AB2101,51.0,2493.9,404
User_AB8426,24.0,2982.89,404
User_AB1365,41.0,646.52,404
User_AB2478,61.0,4179.22,200
User_AB9186,42.0,1479.78,500
User_AB2455,22.0,567.59,500
User_AB2664,54.0,597.59,404
User_AB8286,26.0,1268.43,200
,48.0,4715.75,404
User_AB7261,21.0,666.42,500
User_AB7880,,2824.43,500
User_AB7526,58.0,2165.87,200
User_AB6850,61.0,1334.92,500
User_AB8850,43.0,2051.55,500
User_AB6037,62.0,1106.62,200
User_AB9895,21.0,2314.89,200
User_AB8655,48.0,1672.73,500
User_AB3511,,3235.04,200
User_AB4432,26.0,4512.91,404
User_AB6200,54.0,855.89,500
User_AB4629,21.0,864.15,Error
User_AB5611,21.0,2171.55,404
User_AB1371,54.0,1125.9,404
User_AB7551,19.0,3794.59,200
User_AB6009,64.0,382.57,200
User_AB1008,54.0,1802.77,404
User_AB9814,50.0,132.25,200
User_AB9155,44.0,2744.35,500
User_AB7392,38.0,4130.33,500
User_AB1869,32.0,2583.44,200
,34.0,4898.27,200
User_AB2266,65.0,4853.33,Error
User_AB6271,37.0,769.29,200
User_AB6928,32.0,3494.83,200
User_AB6680,64.0,4947.76,404
User_AB8095,30.0,4368.27,404
User_AB1769,55.0,3172.06,500
User_AB7021,34.0,4597.59,500
User_AB4936,24.0,4097.38,404
User_AB4980,47.0,3614.56,404
User_AB7605,52.0,554.91,200
User_AB2734,61.0,366.03,500
User_AB8807,56.0,4201.44,404
User_AB4208,37.0,4724.65,404
User_AB7879,,3251.13,200
User_AB8860,22.0,3513.26,200
User_AB3195,18.0,334.03,500
User_AB8981,38.0,3287.85,200
User_AB8853,65.0,1453.93,200
User_AB5945,29.0,4258.56,200
User_AB9120,18.0,3112.01,404
User_AB7442,63.0,4513.53,500
User_AB1519,63.0,2453.06,200
User_AB5773,47.0,2288.92,404
User_AB4268,61.0,4065.09,404
User_AB9285,33.0,3933.76,200
User_AB1487,25.0,2365.6,500
User_AB9196,62.0,2078.16,500
User_AB8827,39.0,3950.71,500
User_AB2947,59.0,2638.39,200
User_AB2086,54.0,4105.99,404
User_AB1949,46.0,3358.25,Pending
User_AB4390,,622.02,404
User_AB7331,24.0,4648.0,200
User_AB6542,42.0,2433.25,200
User_AB9369,62.0,4171.4,500
User_AB6975,30.0,4370.4,404
User_AB4320,31.0,3219.8,500
User_AB1063,38.0,3052.26,OK
User_AB8430,52.0,4936.76,404
,45.0,296.72,500
User_AB4574,65.0,363.35,200
User_AB2244,43.0,3516.35,200
User_AB6401,34.0,2123.78,500
User_AB4493,64.0,3943.97,OK
User_AB8436,30.0,2482.01,500
User_AB1906,27.0,2096.5,404
User_AB6366,18.0,215.72,404
User_AB9596,39.0,1054.73,500
User_AB6113,60.0,4345.28,500
User_AB4149,25.0,2823.8,404
User_AB1357,36.0,4751.61,200
User_AB6539,48.0,2607.42,500
User_AB6623,19.0,2381.35,500
User_AB3820,65.0,1344.08,200
User_AB4681,46.0,3569.42,500
User_AB7240,23.0,3311.04,200
User_AB8234,,3401.45,404
User_AB2431,46.0,2501.53,404
User_AB2270,53.0,1792.83,404
User_AB6703,24.0,2394.59,200
,23.0,1308.47,200
User_AB9314,23.0,4085.56,200
User_AB1885,26.0,2758.28,404
User_AB1819,39.0,1041.61,404
User_AB9733,18.0,1095.87,500
,56.0,602.94,200
User_AB5661,,130.65,500
User_AB4652,34.0,2606.95,404
User_AB3544,,1658.7,Pending
User_AB7209,63.0,1985.37,404
User_AB9372,51.0,4407.85,404
User_AB8233,65.0,1303.77,200
User_AB1844,53.0,2653.01,500
,61.0,882.96,500
User_AB2024,54.0,1569.74,200
User_AB5291,37.0,1806.32,200
User_AB7004,39.0,1805.1,200
User_AB6891,55.0,347.48,404
User_AB9567,26.0,1990.37,500
User_AB3706,48.0,3407.52,404
User_AB8106,21.0,536.41,200
,23.0,1941.52,200
User_AB3276,59.0,1447.93,500
User_AB8065,37.0,2682.41,200
User_AB5231,,1611.18,500
User_AB9352,19.0,224.8,500
User_AB3338,65.0,1168.28,404
User_AB7504,39.0,3275.28,200
User_AB2124,24.0,4116.67,404
User_AB6452,61.0,1795.76,200
User_AB4616,33.0,898.4,200
User_AB6414,31.0,3368.2,200
User_AB6798,64.0,2948.51,500
User_AB4924,33.0,1923.74,404
User_AB3494,,156.42,500
User_AB4894,55.0,1492.98,200
User_AB8021,29.0,3832.57,404
User_AB5282,18.0,4260.77,500
User_AB4400,33.0,4997.28,200
User_AB3026,50.0,4997.71,200
User_AB8858,19.0,1133.9,500
User_AB6291,22.0,3465.3,404
User_AB2707,37.0,4282.7,200
User_AB1087,38.0,3237.87,Error
User_AB6385,43.0,3277.17,404
User_AB2803,32.0,4548.56,500
User_AB1161,62.0,3389.19,500
User_AB3856,24.0,1062.18,500
User_AB8904,62.0,940.27,404
User_AB2381,35.0,4843.35,200
User_AB9745,,4421.43,500
User_AB8975,54.0,1868.73,500
User_AB1181,37.0,4085.18,404
User_AB3311,,814.5,404
User_AB3258,32.0,4665.78,404
User_AB7992,53.0,3965.78,500
User_AB2112,23.0,4350.83,500
User_AB5395,21.0,2702.89,200
User_AB3121,43.0,439.83,404
User_AB8705,33.0,3691.03,Pending
User_AB4287,43.0,3925.52,404
,41.0,2812.12,200
User_AB8820,38.0,1508.33,404
User_AB1436,,1429.27,404
User_AB5076,25.0,1963.68,404
User_AB7837,64.0,1021.31,404
User_AB7741,,2627.53,200
User_AB2248,61.0,1147.62,500
User_AB4734,18.0,4513.21,404
User_AB5474,20.0,3278.92,404
User_AB9395,53.0,1956.81,500
User_AB8106,47.0,2329.7,500
User_AB9331,40.0,2374.04,500
User_AB6770,41.0,3353.51,500
User_AB8521,33.0,1808.6,500
User_AB6733,45.0,3579.97,500
User_AB4259,21.0,4686.24,200
User_AB2363,59.0,1049.69,200
User_AB8980,61.0,3525.76,200
User_AB7115,35.0,861.98,200
User_AB3603,61.0,834.61,500
User_AB8859,18.0,3938.57,404
User_AB9574,42.0,209.55,404
User_AB9568,44.0,2815.34,500
,64.0,3127.85,200
User_AB3203,50.0,1693.91,404
User_AB4341,38.0,4914.11,200
User_AB7078,33.0,2028.01,200
User_AB4400,49.0,3902.15,404
User_AB4945,45.0,1608.32,500
User_AB3245,27.0,4772.67,200
User_AB3681,65.0,1056.42,404
User_AB8221,27.0,4638.42,200
User_AB7880,42.0,4543.64,500
User_AB7119,52.0,2082.64,500
User_AB4860,,4933.61,404
User_AB8280,23.0,2398.31,200
User_AB5805,59.0,3184.22,200
User_AB3096,,693.93,500
User_AB6376,,1727.66,404
User_AB9668,39.0,1890.93,200
User_AB3780,33.0,4029.03,200
User_AB1989,28.0,1720.89,500
User_AB5469,47.0,3599.46,200
User_AB8333,46.0,1340.37,500
User_AB6056,27.0,480.29,500
User_AB4911,,1699.84,404
User_AB6452,22.0,3943.6,500
User_AB9866,55.0,3900.91,200
User_AB9197,29.0,1823.88,500
User_AB6856,42.0,3654.67,500
User_AB4800,27.0,3141.09,500
User_AB3727,29.0,541.3,404
User_AB3204,54.0,2357.36,500
User_AB5053,,847.83,404
,27.0,3498.97,500
User_AB8196,31.0,2084.1,200
User_AB8829,24.0,2263.55,404
User_AB8835,53.0,1859.72,500
User_AB7341,24.0,672.58,200
User_AB8578,22.0,1896.75,404
User_AB7739,51.0,2148.75,500
User_AB5129,37.0,4984.16,500
User_AB8883,19.0,3775.18,404
User_AB7449,55.0,4288.49,500
User_AB3997,42.0,1636.75,200
User_AB3519,49.0,354.18,200
,45.0,2914.11,500
User_AB8754,,1939.16,200
User_AB5137,20.0,3405.14,404
User_AB2324,24.0,3596.81,200
User_AB5145,33.0,2051.85,200
User_AB6832,58.0,3199.34,404
User_AB5626,41.0,521.73,500
,34.0,1937.26,404
User_AB3501,34.0,4288.33,500
User_AB5314,,4820.74,404
User_AB6541,43.0,2631.17,404
User_AB3962,43.0,2566.7,200
User_AB6359,32.0,1013.31,500
User_AB8190,,3666.84,404
User_AB4006,24.0,2209.15,404
User_AB8086,48.0,3074.26,500
User_AB1144,,783.23,404
User_AB3932,41.0,2296.71,500
User_AB1678,56.0,3087.69,200
User_AB3364,55.0,2493.82,200
User_AB5499,,2754.57,404
User_AB3246,36.0,2510.28,200
User_AB3711,28.0,4337.64,404
,32.0,4169.41,200
User_AB8492,56.0,4631.79,500
User_AB9356,36.0,3529.61,404
User_AB8611,36.0,4917.85,200
,34.0,2686.59,Pending
User_AB5570,48.0,2593.39,404
User_AB9895,54.0,2995.31,404
,30.0,4569.39,500
User_AB2062,50.0,4292.22,404
User_AB6960,42.0,4455.42,404
User_AB5840,38.0,1941.4,500
User_AB8231,52.0,4124.31,500
User_AB8972,24.0,911.44,500
User_AB1843,23.0,3390.9,200
User_AB6185,23.0,438.94,500
User_AB1154,35.0,3041.24,500
User_AB5213,24.0,1626.1,500
User_AB5167,58.0,252.23,404
User_AB3302,33.0,3425.63,200
User_AB8154,43.0,3673.75,404
User_AB7597,23.0,3716.48,200
User_AB4171,43.0,3141.69,500
User_AB7277,58.0,4358.87,500
,34.0,412.0,200
User_AB1343,33.0,4867.3,404
User_AB7660,40.0,599.37,200
User_AB4384,32.0,2888.36,404
User_AB2036,39.0,341.27,404
User_AB9288,55.0,4206.08,200
User_AB2583,,4151.12,404
User_AB1405,18.0,2774.6,200
User_AB1086,62.0,4941.21,404
User_AB1626,47.0,1789.35,200
User_AB4901,43.0,4169.83,200
User_AB9833,54.0,445.14,404
User_AB4433,37.0,4492.23,200
User_AB8092,53.0,1771.11,404
User_AB4428,18.0,4772.56,500
User_AB7725,52.0,1543.46,500
User_AB4603,35.0,3582.57,500
User_AB2030,37.0,1923.09,200
User_AB3436,54.0,505.07,404
User_AB3860,21.0,4215.08,200
User_AB9245,52.0,4748.15,500
User_AB7440,42.0,2862.52,404
User_AB9011,65.0,2332.52,200
User_AB9569,37.0,613.43,404
User_AB8769,47.0,2763.24,500
User_AB6783,32.0,343.99,200
User_AB9607,57.0,1624.08,200
User_AB4820,48.0,395.15,200
User_AB2486,56.0,2266.8,404
User_AB4146,62.0,4190.86,404
User_AB3535,58.0,4251.61,404
User_AB7560,,1402.64,200
,62.0,4332.35,500
User_AB3346,38.0,1550.28,500
User_AB3442,50.0,4312.93,500
User_AB3018,34.0,1700.32,Error
User_AB4186,52.0,1927.61,500
,62.0,2291.03,404
,50.0,2680.21,200
User_AB8491,41.0,3001.35,500
User_AB4095,29.0,2317.39,500
User_AB6968,,3911.13,500
User_AB4269,33.0,1694.84,200
User_AB5069,57.0,4239.84,500
User_AB4077,64.0,4108.17,404
User_AB7980,30.0,730.54,404
User_AB9628,57.0,1187.57,404
User_AB1180,64.0,4823.23,404
User_AB5703,,420.57,200
User_AB7569,53.0,4929.8,404
User_AB1015,,3875.61,500
User_AB3916,55.0,3782.13,404
User_AB9213,,1233.99,404
User_AB7647,46.0,1014.74,200
User_AB1039,33.0,3826.84,Pending
User_AB4243,51.0,346.87,200
User_AB1000,42.0,1484.95,500
User_AB1189,57.0,2661.66,200
User_AB9724,57.0,3419.73,404
User_AB5133,40.0,4073.61,500
User_AB9369,41.0,2827.97,404
User_AB6817,19.0,3930.96,200
User_AB8882,23.0,2609.33,200
User_AB8424,61.0,117.63,500
User_AB8572,62.0,888.11,404
User_AB8635,64.0,4564.22,200
User_AB3965,32.0,2823.27,404
User_AB1506,59.0,3211.08,404
User_AB4599,44.0,2335.22,404
User_AB1049,25.0,3170.69,200
User_AB8138,,4649.3,404
User_AB4950,59.0,2592.3,500
User_AB6835,49.0,679.7,404
User_AB5483,52.0,4441.48,500
User_AB7005,44.0,2145.45,Pending
User_AB1766,60.0,2358.57,404
User_AB1822,21.0,198.07,500
User_AB3735,46.0,4688.25,200
User_AB5829,56.0,4814.11,200
User_AB7540,28.0,2124.74,200
User_AB3487,,694.37,404
User_AB2531,60.0,1158.38,500
User_AB9826,46.0,1989.01,500
User_AB4443,24.0,1400.66,404
User_AB4577,50.0,3421.52,500
User_AB4329,34.0,524.87,200
User_AB5297,30.0,3251.18,500
User_AB7883,61.0,2811.64,500
User_AB8952,27.0,2824.4,500
User_AB9651,64.0,1156.73,200
User_AB3310,45.0,1088.28,Pending
,,4783.11,404
User_AB1818,47.0,4664.93,404
User_AB2331,42.0,1539.49,500
User_AB8312,58.0,4936.48,500
User_AB4010,37.0,3564.07,200
User_AB5454,26.0,3235.34,200
User_AB9743,53.0,4030.16,500
User_AB6714,53.0,4798.59,500
User_AB8698,60.0,2953.03,404
User_AB5086,58.0,307.21,404
User_AB1977,39.0,366.45,200
User_AB4178,21.0,495.05,200
User_AB2383,33.0,4854.17,200
User_AB4936,39.0,472.87,200
,,2821.01,404
User_AB3528,27.0,360.15,404
User_AB3795,55.0,4390.88,404
User_AB4191,60.0,1159.23,500
User_AB8551,35.0,1849.92,200
User_AB1586,51.0,3831.26,Error
User_AB6166,38.0,2698.35,200
User_AB7746,,3719.88,200
User_AB5338,35.0,1049.65,200
User_AB9052,,4067.6,500
User_AB2826,,1046.56,404
User_AB1533,50.0,3103.48,500
User_AB5082,57.0,1907.96,500
User_AB9924,28.0,3887.48,200
User_AB2188,64.0,586.15,500
User_AB1231,65.0,481.52,404
User_AB2078,,2474.18,200
User_AB5610,20.0,1195.08,200
User_AB4725,29.0,1584.34,404
User_AB3633,18.0,2719.18,404
User_AB6860,,1184.63,200
User_AB8142,51.0,1092.1,404
User_AB7152,49.0,3362.61,500
User_AB9353,60.0,1017.95,200
User_AB4753,64.0,1702.76,200
User_AB2860,,4537.25,200
User_AB1975,18.0,2724.85,404
User_AB3245,26.0,4410.5,404
User_AB5495,42.0,3618.81,404
User_AB5499,19.0,3265.44,200
User_AB7883,61.0,2811.64,500
User_AB8092,60.0,513.12,200
User_AB5624,65.0,511.82,200
User_AB8940,40.0,1643.93,500
User_AB7764,48.0,3348.89,404
User_AB3133,22.0,2805.65,404
,58.0,1485.42,OK
User_AB1037,38.0,2917.74,404
User_AB4078,29.0,3503.78,500
User_AB7950,25.0,1525.02,500
User_AB2758,55.0,1544.11,500
User_AB6277,65.0,1243.69,500
User_AB5411,32.0,4647.76,500
User_AB7244,,3549.96,500
User_AB9385,33.0,398.0,200
User_AB7881,23.0,1882.51,200
User_AB5315,,3899.33,500
User_AB3215,,2119.79,500
,33.0,1045.18,200
User_AB8038,61.0,2241.66,404
User_AB3213,53.0,1020.61,500
User_AB1756,54.0,4979.82,200
User_AB1722,35.0,3847.9,500
